"","status","p_value","morans_test_statistic","morans_I","gene_short_name","q_value","module","supermodule","dim_1","dim_2"
"Ncoa2","OK",6.90822825709727e-114,22.6504273864455,0.0490783149392894,"Ncoa2",1.98267056721299e-113,"6","1",-2.00315277813672,2.36399707389532
"Tram2","OK",1.69298960354068e-17,8.43241700571487,0.018195523419843,"Tram2",3.13835950823299e-17,"6","1",-0.886479189383975,2.07051918847023
"Hs6st1","OK",6.23381044516684e-243,33.2648117228372,0.0721308380105243,"Hs6st1",2.36261878435052e-242,"6","1",-1.4402890705943,3.0072491858667
"Cnnm3","OK",7.72904088188834e-07,4.80522079682499,0.0103164033805243,"Cnnm3",1.24299006541955e-06,"6","1",-2.28185861347913,2.70365110976159
"Tmem131","OK",6.80754439774436e-17,8.26806480169967,0.0178481249614742,"Tmem131",1.25299703071035e-16,"6","1",-1.59379976032971,3.02322770101487
"Inpp4a","OK",1.03383962301384e-26,10.6341215809509,0.0229782459600934,"Inpp4a",2.07322661215039e-26,"6","1",-0.596802523124209,2.1403567437595
"Nabp1","OK",1.61648050286224e-20,9.21093509317197,0.0199019129101517,"Nabp1",3.08344712378415e-20,"6","1",-1.88799231289624,2.49328745347916
"Satb2","OK",0.018758905102401,2.08008420366483,0.00441892385386798,"Satb2",0.0264607109347409,"6","1",-0.905890872466555,3.34812290412842
"Aox3","OK",0,92.3807276414127,0.200491674852541,"Aox3",0,"6","1",0.248519504678259,2.9543539975351
"Fam126b","OK",1.92980237896924e-33,11.9931464660647,0.0259285587416889,"Fam126b",4.05351087771702e-33,"6","1",-1.9437948965907,2.80948952776848
"Mpp4","OK",0.0113150043336812,2.27962382511019,0.00480603247181702,"Mpp4",0.0161208564765223,"6","1",-0.323284378039828,3.57240779144226
"Als2","OK",1.81927349115297e-111,22.4034983825847,0.0485433219059085,"Als2",5.18347484286667e-111,"6","1",-1.17860143421887,1.61356980544983
"Gm20342","OK",0.0023703842366819,2.82413991463305,0.00593620499045892,"Gm20342",0.00347108158053103,"6","1",0.466975592312226,2.69151363713204
"Klf7","OK",1.26422580775729e-51,15.0705899461018,0.0325634123246003,"Klf7",2.92138924027522e-51,"6","1",-0.00843091844319382,3.37865401250779
"Fn1","OK",0,282.369991347141,0.613047412730035,"Fn1",0,"6","1",-1.37343733547925,2.87972561461388
"Smarcal1","OK",8.19571662819251e-07,4.79347813380944,0.010314476497928,"Smarcal1",1.31721172533872e-06,"6","1",-1.49811904667615,2.29130887431561
"Tns1","OK",0,53.8495306929627,0.116827009557971,"Tns1",0,"6","1",-1.53918056725263,3.04047353012024
"Cyp27a1","OK",0,115.500414371599,0.250707266304811,"Cyp27a1",0,"6","1",0.231949592244634,2.92312068683564
"Stk11ip","OK",7.4154908532611e-09,5.66350734747201,0.0121888860146947,"Stk11ip",1.23709925252607e-08,"6","1",-0.852370192992678,3.12624520999848
"Cul3","OK",4.58655951605809e-108,22.0518334671403,0.0477895781223932,"Cul3",1.29262187722196e-107,"6","1",-2.20892398594617,2.4750488494104
"Trip12","OK",0,48.8246244221459,0.105921161973121,"Trip12",0,"6","1",-2.31390278576612,2.24640120012223
"Ngef","OK",5.50574671175914e-135,24.6988205601365,0.0535376353526632,"Ngef",1.66827282705725e-134,"6","1",-1.69107120274304,2.97510565263688
"Hjurp","OK",0,39.0811153403542,0.084766997140921,"Hjurp",0,"6","1",-1.59071748493909,3.01247335416733
"Iqca","OK",1.26905897746654e-05,4.21138318291005,0.00862027697870445,"Iqca",1.98974631246494e-05,"6","1",0.395446727287778,3.08789754850327
"Hdac4","OK",5.4355460665532e-06,4.39907965736229,0.00945559222776412,"Hdac4",8.60866897961703e-06,"6","1",-1.90295975445508,2.80473581892907
"Pign","OK",2.51145625317571e-15,7.82633663877885,0.0168909151538192,"Pign",4.5439891566196e-15,"6","1",-1.2683684134364,2.19183241767346
"Zcchc2","OK",5.12789519663907e-37,12.6568297626273,0.0273722050534881,"Zcchc2",1.09940867634113e-36,"6","1",-1.00112180947064,2.72703553182541
"Mgat5","OK",3.32168602203839e-58,16.0406700348894,0.0347288429083047,"Mgat5",7.89119301018516e-58,"6","1",-1.35160701512097,2.82950306875168
