"","status","p_value","morans_test_statistic","morans_I","gene_short_name","q_value","module","supermodule","dim_1","dim_2"
"Mybl1","OK",1.0150271072479e-06,4.75040921192093,0.00996085912476017,"Mybl1",1.62810220499944e-06,"11","1",1.24715794087649,3.44780726177155
"Neurl3","OK",6.38505337980253e-08,5.28211489383815,0.0110577340951844,"Neurl3",1.04942800534929e-07,"11","1",1.27620304585696,3.56108004791199
"Fhl2","OK",1.84827527475576e-16,8.14811032044476,0.0165119875699428,"Fhl2",3.38809929837092e-16,"11","1",0.671124169838438,3.78308994514405
"Stat4","OK",0.0163710797977059,2.13523083221214,0.00428003513171312,"Stat4",0.0231671643646331,"11","1",1.59655613662005,3.92245239955841
"Nrp2","OK",0.0203104152122591,2.04737957296314,0.00427719174550098,"Nrp2",0.0286176084871214,"11","1",1.46038968325854,4.27567321998536
"Ap1s3","OK",0.0106361856476646,2.30311504028534,0.00488185705769032,"Ap1s3",0.0151692361019327,"11","1",1.20564580918551,4.0583989117807
"Efhd1","OK",0.0218053083606129,2.01781418769031,0.00397179683270513,"Efhd1",0.0306900652162829,"11","1",1.06941987038852,3.25587494117676
"Mlph","OK",1.46106063831641e-171,27.8967438562225,0.060284913612986,"Mlph",4.83225386594481e-171,"11","1",0.791200289738187,3.82433612091004
"2310007B03Rik","OK",7.40784726511244e-07,4.81370570421688,0.0103130709598545,"2310007B03Rik",1.19271244765491e-06,"11","1",1.96128089190722,3.29635883314072
"Pam","OK",2.07374674404978e-52,15.1895512320232,0.032757481649303,"Pam",4.80944776132508e-52,"11","1",1.06280518532992,3.89364189845978
"Cd55","OK",9.87994332821499e-06,4.26758683240696,0.00862582368235817,"Cd55",1.55383733571013e-05,"11","1",1.72744686366321,4.1077507231897
"Mfsd4a","OK",1.77821407394695e-30,11.4140810623687,0.0236676972066606,"Mfsd4a",3.66280067953879e-30,"11","1",1.23969216109515,4.38884885055481
"Prelp","OK",0,126.423613983257,0.274253856097372,"Prelp",0,"11","1",2.14062423468829,2.75437245709359
"Phlda3","OK",0,73.360808144618,0.159172483051844,"Phlda3",0,"11","1",1.35970092774631,3.22545183641373
"Tnnt2","OK",0.00379134367093218,2.67010791007413,0.00515107044230144,"Tnnt2",0.00550504681793744,"11","1",1.00988150597812,4.17565567237793
"Pkp1","OK",7.60225123378245e-08,5.25006563566838,0.0111154525323025,"Pkp1",1.24801045270247e-07,"11","1",0.536359759283075,3.66668421966492
"Mroh3","OK",2.19618102180094e-18,8.66814006432809,0.0181054391289895,"Mroh3",4.11294082095525e-18,"11","1",1.66282350779773,3.22247714740693
"Pcp4l1","OK",4.73584956989528e-50,14.8292989261216,0.0319986729598204,"Pcp4l1",1.08536378940331e-49,"11","1",0.963423976910123,2.85237903339325
"Itpkb","OK",6.73301242977414e-06,4.35239193998258,0.00792696995228578,"Itpkb",1.06360772640649e-05,"11","1",1.68401713134051,4.16516990405976
"Lefty1","OK",0.00686712019980929,2.46414013110233,0.00514673464463853,"Lefty1",0.00987285445878005,"11","1",0.724834898722181,4.36226529819428
"Ephx1","OK",0,124.030441696403,0.269233361452632,"Ephx1",0,"11","1",1.28517354489566,2.80134523851334
"Gm45902","OK",0.0166840393923898,2.12762631311022,0.00438291920562858,"Gm45902",0.0235969665506358,"11","1",1.40493501187564,4.29048950416504
"Vim","OK",2.33553714097306e-09,5.85848548655913,0.0125445576808812,"Vim",3.92578275681552e-09,"11","1",1.15748799802066,4.12142760497986
"A930004D18Rik","OK",0.023430212586784,1.98755953670853,0.0040298453341078,"A930004D18Rik",0.0329346984191625,"11","1",2.45931703807116,3.74451846820771
"Gm13387","OK",2.35775511818049e-99,21.1247061046559,0.0456764137607716,"Gm13387",6.46526157406578e-99,"11","1",0.954607257854948,3.48317892295777
"Nrarp","OK",1.22140047247027e-08,5.57730020597499,0.0116216796556577,"Nrarp",2.02966266561783e-08,"11","1",2.13499219180346,2.8225999270147
"1700007K13Rik","OK",4.9093573787158e-40,13.1915186203645,0.0281946102722161,"1700007K13Rik",1.06915979411686e-39,"11","1",1.51997132064105,3.34479720336853
"Ralgds","OK",0.0245987595151965,1.96687590463222,0.00417468829710082,"Ralgds",0.0345329172745172,"11","1",0.803594390165815,3.87050134880005
"Ier5l","OK",0.00038134644339467,3.36599066760198,0.00698899320737238,"Ier5l",0.000574625976215609,"11","1",1.28968370915652,3.15931815845429
"Ncs1","OK",0.00920604607404111,2.35722489706672,0.00498583125524602,"Ncs1",0.0131602056154988,"11","1",0.584759662163267,3.7458989117807
"Ak1","OK",8.88464303487551e-23,9.75379815529962,0.0202525904572337,"Ak1",1.72656163885095e-22,"11","1",1.39370460273028,3.29320240957199
"Mvb12b","OK",1.62652927392842e-05,4.15498712843424,0.00870429643542298,"Mvb12b",2.54501256656849e-05,"11","1",0.781838754427442,4.3243365977472
"Pbx3","OK",0.00326511457537941,2.71989680876775,0.00579825028585361,"Pbx3",0.00475357250722457,"11","1",1.20843870402575,4.45788271171509
"Ggta1","OK",2.16068488187572e-10,6.24195438961663,0.0132453380460951,"Ggta1",3.68195890179957e-10,"11","1",1.25503463507892,3.31127185565888
"Calcrl","OK",0.00104479595593059,3.07719409456387,0.00639138488325713,"Calcrl",0.00155129926673687,"11","1",0.992759475719938,3.50226170761048
"Mdk","OK",0.0354417971383442,1.80622248380088,0.0037658353184421,"Mdk",0.049236143023649,"11","1",1.6720942950368,3.19078660947739
"Cd44","OK",9.20187174804898e-168,27.5817869009164,0.0591473902653947,"Cd44",3.0121828838999e-167,"11","1",1.14033288718463,4.09855193836152
"Prrg4","OK",1.45510376733766e-06,4.67705744441141,0.0100530637791376,"Prrg4",2.32692079178825e-06,"11","1",1.14063544036151,3.19370735628067
"Rcn1","OK",1.46088644484767e-160,26.9747793685167,0.0582948685117802,"Rcn1",4.7047421173604e-160,"11","1",2.21503216983081,2.78276676876007
"Ano3","OK",3.64486648828563e-05,3.96662572508619,0.00709321184700508,"Ano3",5.65400781534731e-05,"11","1",0.934004316341886,3.62259680969178
"Lpcat4","OK",5.93662286743377e-30,11.308777351759,0.0231978376779124,"Lpcat4",1.2195585493724e-29,"11","1",0.982482681286344,4.18466944438874
"Thbs1","OK",0,40.3543368250925,0.0874680067606643,"Thbs1",0,"11","1",0.824494103205213,3.89604742271363
"Ckmt1","OK",0.000247025753136814,3.48396098223998,0.00661855663422592,"Ckmt1",0.000374399170654342,"11","1",1.26639843941928,3.4806230757898
"Mal","OK",0.00109298861740135,3.0637277777792,0.00623977820176087,"Mal",0.00162159804264532,"11","1",1.64485306502582,3.69830889446198
"Slc4a11","OK",8.75006125249198e-68,17.3568722005923,0.0367083988889412,"Slc4a11",2.16497963138922e-67,"11","1",0.816198984396467,3.90404112083374
"Ism1","OK",0.00964299907680826,2.33995626555212,0.00474840247732889,"Ism1",0.0137732731966753,"11","1",1.69239516021014,3.20982755166947
"Thbd","OK",0.000698421898205384,3.19530243774523,0.00642332605732172,"Thbd",0.00104317367640132,"11","1",1.16902382136584,4.04609818202912
"Cd93","OK",1.61854967734787e-05,4.1561114671458,0.00773046325271341,"Cd93",2.53278561131551e-05,"11","1",1.61243743659259,3.89894456607758
"Cst8","OK",2.60776723118312e-26,10.5475204209921,0.0228182952248946,"Cst8",5.21383315284694e-26,"11","1",2.67207176448108,2.559778088755
"Slc52a3","OK",0.0100807068126884,2.32333033080954,0.00489671909501644,"Slc52a3",0.0143890703764159,"11","1",0.953077862274656,4.44161445838868
"1700003F12Rik","OK",0.000578330620244043,3.2493572282668,0.00695034922567158,"1700003F12Rik",0.000866506316026154,"11","1",2.15110583068133,2.64511833531319
