"","status","p_value","morans_test_statistic","morans_I","gene_short_name","q_value","module","supermodule","dim_1","dim_2"
"Pcmtd1","OK",0,102.425222805083,0.222323445909808,"Pcmtd1",0,"12","1",-0.0372446083903221,1.08092601043641
"1700034P13Rik","OK",0.0297790015635998,1.88405154829268,0.00400471043174538,"1700034P13Rik",0.0415690663167569,"12","1",1.25885100127459,1.30622513038575
"Tcf24","OK",2.61811155100402e-136,24.8216376790532,0.0538136600967905,"Tcf24",7.9613660043728e-136,"12","1",0.154467383635053,1.36175293666779
"Ptp4a1","OK",0,95.9865291285497,0.208348636450777,"Ptp4a1",0,"12","1",-0.532947113502017,1.30377382976471
"Arid5a","OK",6.81340055598761e-18,8.53825155376281,0.0182772957285053,"Arid5a",1.27024865214014e-17,"12","1",0.388156572592268,2.01369247776925
"Il1r1","OK",6.0394702804952e-44,13.853720888895,0.0299789810657043,"Il1r1",1.34470797890189e-43,"12","1",-0.45396929024457,1.84058547956406
"Clk1","OK",5.90885750714053e-289,36.3086460182689,0.078738770856575,"Clk1",2.40481868743464e-288,"12","1",-0.428401639449587,1.47812015754639
"Abi2","OK",2.64992844072994e-22,9.64227801737073,0.0208425122418778,"Abi2",5.13270806437932e-22,"12","1",-0.343432714927187,1.90366194588601
"Slc11a1","OK",9.12455255810086e-14,7.36103401652438,0.0158606446840437,"Slc11a1",1.61954730508258e-13,"12","1",0.40394847677351,2.15136336726605
"Ctdsp1","OK",0,53.8720775130531,0.116893116117584,"Ctdsp1",0,"12","1",-0.479959478366366,1.92743785125672
"Sh3bp4","OK",2.18759502492804e-07,5.05186408099812,0.0108777133735131,"Sh3bp4",3.56070942925137e-07,"12","1",1.28786082030536,1.21112770778595
"D2hgdh","OK",1.39238248463807e-17,8.45525566837554,0.018268113301438,"D2hgdh",2.58361307969353e-17,"12","1",0.302837411177168,1.02028615219056
"Epb41l5","OK",1.08902942396478e-195,29.8195768302111,0.0646738375302894,"Epb41l5",3.7865209583418e-195,"12","1",-0.0181522273898033,0.999233791655888
"Pik3c2b","OK",0.00416676212870331,2.63824950478038,0.00563604709448698,"Pik3c2b",0.00604214025722729,"12","1",-0.626808454978457,1.53729642373978
"Gm38394","OK",2.57773306274896e-18,8.64987767688652,0.0186886099488172,"Gm38394",4.82337327152306e-18,"12","1",-0.0666358375430016,1.30939180595337
"Btg2","OK",0,140.457033516577,0.304899509177084,"Btg2",0,"12","1",0.42206930206419,1.88580794078766
"Elf3","OK",1.09738235681606e-37,12.7773295840644,0.0276341859231989,"Elf3",2.36201571196692e-37,"12","1",0.682054767620573,2.17670642775952
"5730559C18Rik","OK",3.14925664079608e-59,16.1863194102493,0.0350493075646236,"5730559C18Rik",7.51183989833722e-59,"12","1",-0.716468980300417,1.27328045112549
"Rgl1","OK",6.99660430141118e-41,13.3375781419462,0.0288532172387716,"Rgl1",1.53155668157891e-40,"12","1",-0.492228379237643,1.93569312436043
"Rgs16","OK",0,107.515373596638,0.233373005017879,"Rgs16",0,"12","1",0.62597415806056,2.01059372169434
"Ier5","OK",0,67.7178117394379,0.14693690353505,"Ier5",0,"12","1",-0.0827369594454674,1.22052366477906
"Dnm3","OK",3.36217969856345e-05,3.98583371499777,0.00856507518606712,"Dnm3",5.21972436890454e-05,"12","1",0.694177279484281,1.21216983539521
"Opn3","OK",8.62976926731006e-06,4.29767961978249,0.00917941077726638,"Opn3",1.3600118737323e-05,"12","1",-0.166565647113314,1.53582102996766
"Trp53bp2","OK",4.9588415697097e-28,10.9136639063244,0.0235966863694791,"Trp53bp2",1.00468503732199e-27,"12","1",-0.850903084266177,1.71920246822297
"Disp1","OK",5.4823331730737e-13,7.11782096861165,0.0153701267041439,"Disp1",9.64364495591875e-13,"12","1",0.299562478673467,1.07486052257477
"Dusp10","OK",1.72164252991476e-09,5.90893405104402,0.0127259819677516,"Dusp10",2.89993717553962e-09,"12","1",0.469959810611615,1.88566786987244
"Atf3","OK",0,114.424754797161,0.248376409662175,"Atf3",0,"12","1",0.645884627711782,2.12567994934975
"G0s2","OK",7.46330806062061e-205,30.5182440934942,0.0661888449577351,"G0s2",2.63928616230994e-204,"12","1",0.271384889495382,1.26491851550995
"Frmd4a","OK",0.000121767941130163,3.66896345832509,0.00785352164949332,"Frmd4a",0.000185989848677979,"12","1",-0.48479615687131,1.59741253597199
"Itih5","OK",0,164.877218981926,0.357930667283416,"Itih5",0,"12","1",-0.0164618396639732,1.37748236400544
"Miga2","OK",4.10192880719616e-42,13.5474428546855,0.0293257384449215,"Miga2",9.04372016009594e-42,"12","1",1.26251519681216,1.1394879315561
"Slc25a25","OK",0,127.527927163655,0.276827626601059,"Slc25a25",0,"12","1",0.900811175119886,1.61542088729798
"Fpgs","OK",0,54.0725015973487,0.117323098673683,"Fpgs",0,"12","1",0.845698068153867,1.13016075832306
"Dennd1a","OK",5.11973014577749e-43,13.6993801982819,0.0296490874562101,"Dennd1a",1.13464890112451e-42,"12","1",0.91127307177783,1.11940772277771
"Rnd3","OK",1.20851720914035e-300,37.0419874104432,0.0803469649884662,"Rnd3",5.00895569263122e-300,"12","1",0.531450519573698,1.86882061702668
"Nr4a2","OK",0.00156348832285324,2.9549717674518,0.00605931897212341,"Nr4a2",0.00230580669596538,"12","1",0.938449153912077,1.9723779354757
"Cers6","OK",0,42.4204844553157,0.0920137737127741,"Cers6",0,"12","1",0.210516134512434,1.67182255727707
"Nfe2l2","OK",0,83.6625945078855,0.18158391569738,"Nfe2l2",0,"12","1",0.11281515122653,0.919740149802555
"Ccdc141","OK",3.45901547634632e-07,4.96365071807457,0.0106996739975848,"Ccdc141",5.60694955506766e-07,"12","1",-0.60442619560956,1.70132262451111
"Large2","OK",0.0018179529199032,2.90813565092826,0.00620231489085774,"Large2",0.00267259834900477,"12","1",0.712681869280347,2.54601996583401
"Slc20a1","OK",5.6835081536772e-304,37.248115126869,0.0807643549853268,"Slc20a1",2.37233438950683e-303,"12","1",-0.331490209090701,2.03799987775742
"A730036I17Rik","OK",0.018120074907627,2.09422266320842,0.00446774174282425,"A730036I17Rik",0.02557372274197,"12","1",0.550924772632131,2.01025340897499
"Rnf24","OK",2.91032684864451e-48,14.5502305656332,0.0315008173245303,"Rnf24",6.61547816374126e-48,"12","1",-0.400447537887087,1.54608745319306
"Tmx4","OK",4.10173708555911e-72,17.9201986047449,0.0388208389672158,"Tmx4",1.03237380686633e-71,"12","1",0.204391936075697,1.66653693658768
"Plcb1","OK",6.92573673761028e-169,27.6752906537677,0.059997299003536,"Plcb1",2.27195598438027e-168,"12","1",-0.414335956561556,1.58344692928254
"Pygb","OK",1.09516507249213e-131,24.389873369148,0.0528720338990393,"Pygb",3.29301695561163e-131,"12","1",-0.22720771073102,1.84967560512482
"Cdk5rap1","OK",3.28830419861675e-68,17.4129829988795,0.0377222742595344,"Cdk5rap1",8.15186624096496e-68,"12","1",0.456959750738749,1.35906429035126
"Chd6","OK",7.19005960610282e-69,17.4997888819743,0.0378967484339305,"Chd6",1.78823702879912e-68,"12","1",-0.583236982810488,1.44131327611863
"Sdc4","OK",0,141.418216963538,0.307000329511441,"Sdc4",0,"12","1",0.645890290153036,1.56766451341568
"Ocstamp","OK",0,64.3529040794848,0.139642696724413,"Ocstamp",0,"12","1",0.719685176622877,1.34857911807953
"Bcas1","OK",5.50959660498069e-14,7.42807205409898,0.0159638721669314,"Bcas1",9.80415152457544e-14,"12","1",0.709362397205839,1.23103077156006
"Bmp7","OK",7.27903029059507e-117,22.9505245827268,0.0497419921356824,"Bmp7",2.10684890711727e-116,"12","1",0.749764779818067,0.930962512320866
"Samd10","OK",1.06408696310465e-11,6.6969479405362,0.0144262060080034,"Samd10",1.84780196460251e-11,"12","1",0.142688283932218,0.830544421500553
"Suv39h1","OK",0.00378812291516574,2.67039324784278,0.0057075976402781,"Suv39h1",0.00550089153042879,"12","1",-0.661436607825747,1.52412355882584
"Jade3","OK",3.94236917688133e-11,6.50278321649755,0.0139966209662857,"Jade3",6.78828215500086e-11,"12","1",-0.162572612750521,0.999813029593815
"Stk26","OK",1.21106409956284e-06,4.71457748584576,0.0101492678767888,"Stk26",1.93970264425645e-06,"12","1",-0.721840193259707,1.52107633096634
"Rap2c","OK",1.22882695053123e-171,27.9029403461426,0.0605016929050211,"Rap2c",4.0650508123899e-171,"12","1",-0.763376762855044,1.33376140338837
"Zmat1","OK",0.00642299752187752,2.48801047197283,0.00531319487300503,"Zmat1",0.00924474835879478,"12","1",0.254070485246191,1.37138433200776
"Rnf128","OK",0,117.004766384793,0.253980073754797,"Rnf128",0,"12","1",-0.357575407016268,1.9017653856939
"Amot","OK",5.44363649191222e-27,10.6937543092657,0.0231227919630287,"Amot",1.0936520514694e-26,"12","1",0.891781458866605,1.34765786868988
"Pag1","OK",2.69890255254153e-05,4.03769899681932,0.00864644260335408,"Pag1",4.20191869666672e-05,"12","1",-0.614993145453921,1.46086300355851
"Naaladl2","OK",1.7344181274563e-07,5.09601173970839,0.0109551769507567,"Naaladl2",2.8284896729473e-07,"12","1",0.760829011213789,1.22638184768616
"Tnik","OK",4.29603282658613e-10,6.13358466784979,0.0132290909243212,"Tnik",7.28670699599062e-10,"12","1",-0.763150384414187,1.75106729013382
"Spry1","OK",1.02456285618422e-82,19.2306827753755,0.0416445006948449,"Spry1",2.67268924843561e-82,"12","1",0.424538871508846,1.83265794259964
"Arhgef26","OK",1.51122674111712e-38,12.9306518596134,0.0279853106728624,"Arhgef26",3.26516178146329e-38,"12","1",-0.181196918475619,1.43718553525864
"Tiparp","OK",0,40.2402570396599,0.087286811155293,"Tiparp",0,"12","1",0.371768402171144,1.72078717691361
"Ccnl1","OK",0,50.736096608919,0.110069554814447,"Ccnl1",0,"12","1",0.304017493736753,1.75486881477295
"Tlr2","OK",0.0026943890737892,2.78282549508516,0.00594816334066322,"Tlr2",0.00393613535872551,"12","1",0.482385104757557,2.34572088537275
"Tmem79","OK",0.0197904584246175,2.05809602159029,0.00435512986565176,"Tmem79",0.0278952437163476,"12","1",0.0108282363534065,2.31684596282898
"Efna1","OK",0,158.370943263096,0.343810006540536,"Efna1",0,"12","1",0.37601298303605,1.49487085086762
"Tuft1","OK",1.86266383281928e-93,20.4732984289459,0.0443527201827466,"Tuft1",5.01874413755755e-93,"12","1",0.228722879898557,0.786124656028141
"Gm15234","OK",3.70940855336141e-05,3.96243833932481,0.00849202567396544,"Gm15234",5.75238004889756e-05,"12","1",0.488076342505226,1.94883055431305
"Arnt","OK",3.5262371642853e-196,29.8573260519052,0.0647287513132728,"Arnt",1.22801209246236e-195,"12","1",-0.760332992064944,1.28780085784851
"Txnip","OK",0,86.2356551961875,0.187164407659091,"Txnip",0,"12","1",0.641851300609121,2.10094142896592
"Slc16a1","OK",1.80591258540027e-277,35.5734080210148,0.077147541615572,"Slc16a1",7.2212939838435e-277,"12","1",0.94235918880702,1.19317848426758
"Csf1","OK",7.12126065493682e-11,6.41327612219406,0.0138222666957329,"Csf1",1.22234879596278e-10,"12","1",-0.0109456384062676,1.95681012613236
"5330417C22Rik","OK",0,78.330313834306,0.169997762804813,"5330417C22Rik",0,"12","1",1.05603368045093,1.12037617904602
"Dbt","OK",0,50.8485404474493,0.110330045386173,"Dbt",0,"12","1",0.280032033336172,1.32179302913605
"Arhgap29","OK",2.17111539918726e-276,35.5034894998041,0.077006371603141,"Arhgap29",8.66579871366146e-276,"12","1",0.7268314457059,1.44533515912949
"Egf","OK",0.00252505542214017,2.80381988364446,0.00591400806702394,"Egf",0.00369263449450791,"12","1",0.128288576614866,1.28003151161133
"Cyr61","OK",0,82.2935557946296,0.178579918850859,"Cyr61",0,"12","1",0.685171360385427,2.16020538849293
"Syde2","OK",0.0191592145115661,2.07143215001172,0.00440036744543634,"Syde2",0.0270203998123081,"12","1",0.466361232337365,1.57397330743729
"Adgrl2","OK",1.27353642207415e-179,28.5534234672691,0.0618969242978002,"Adgrl2",4.28511168103693e-179,"12","1",0.978970239174375,1.50908536655365
"Tgs1","OK",1.07821327324176e-225,32.050557448927,0.0695046336186235,"Tgs1",3.95818447194142e-225,"12","1",-0.102067818629733,0.925069162673344
"Fam110b","OK",8.73926004035876e-23,9.75547228954316,0.0210861602681098,"Fam110b",1.69852462707277e-22,"12","1",1.18707955838443,1.2493237946695
"Gem","OK",7.55622758462278e-07,4.8097428977986,0.010055695186586,"Gem",1.21609153743488e-06,"12","1",0.869422087681303,2.31955721420704
"Tmem64","OK",6.26119917553892e-173,28.0092878893089,0.0607317575091876,"Tmem64",2.07663105988708e-172,"12","1",-0.0434932613253502,1.08643264514862
"Ripk2","OK",4.63979944914087e-26,10.4932347282865,0.0226814170381377,"Ripk2",9.24520766699422e-26,"12","1",0.707260350000867,2.14914562744557
"Tdrd7","OK",9.9592840269528e-162,27.0740247081213,0.0586998906230291,"Tdrd7",3.21479058658095e-161,"12","1",0.317967066776762,1.10582310897767
"Zfp189","OK",4.37479233329127e-12,6.82570288948938,0.014719585146322,"Zfp189",7.62974538163239e-12,"12","1",-0.010317643868914,0.868059823340763
"Slc44a1","OK",6.05315719577137e-139,25.064587287325,0.0543382303171217,"Slc44a1",1.85023993039706e-138,"12","1",0.899655351650724,1.06832117778717
"Zfp462","OK",2.7482114546464e-34,12.1534956508687,0.0262758012236335,"Zfp462",5.79719770368211e-34,"12","1",1.05065251351596,1.31946773273407
"Zfp618","OK",3.98785759431485e-07,4.93596073972911,0.0106129829894832,"Zfp618",6.45394401327487e-07,"12","1",0.699450085175046,1.06070334655701
"Mllt3","OK",2.19115101432736e-104,21.6650715915842,0.0469571276330544,"Mllt3",6.10676736859552e-104,"12","1",0.20291102887393,1.43907553893982
"Jun","OK",0,216.933119783372,0.470957002132665,"Jun",0,"12","1",0.629604304444799,2.0779265556997
"Dock7","OK",1.81241252303484e-67,17.315006336944,0.0375078171857699,"Dock7",4.47928985330045e-67,"12","1",-0.710098555076113,1.7364031170076
"Pde4b","OK",0,87.5781349694287,0.190073480819678,"Pde4b",0,"12","1",0.161082277309904,1.54973889333664
"Pcsk9","OK",0,140.849537224272,0.30574826551842,"Pcsk9",0,"12","1",0.464839333903799,1.06272287113129
"Faah","OK",0,80.4323114731337,0.174560906687936,"Faah",0,"12","1",1.07914347411395,1.14330537063538
"Plk3","OK",0,71.8077946136793,0.155834200931154,"Plk3",0,"12","1",0.322905296695242,1.93681303603112
"Kdm4a","OK",4.08611130974693e-254,34.0294576242654,0.0738078894499468,"Kdm4a",1.5759245809024e-253,"12","1",0.371293487262735,0.930280992812504
"Zc3h12a","OK",0.000501190788272596,3.28985742920003,0.00705162732175918,"Zc3h12a",0.000752621172942081,"12","1",0.761533269894132,2.19313863856255
"S100pbp","OK",1.79178393201479e-07,5.08984475013705,0.0109645135920106,"S100pbp",2.92048773431152e-07,"12","1",-0.537018945205203,1.63083828432022
