"","status","p_value","morans_test_statistic","morans_I","gene_short_name","q_value","module","supermodule","dim_1","dim_2"
"Rrs1","OK",1.87196325882681e-296,36.7807979113302,0.0797767990801203,"Rrs1",7.70663434040923e-296,"3","1",-2.12197630642652,-0.343245198898922
"Sgk3","OK",5.90040098074695e-90,20.0766867043799,0.0435104750640934,"Sgk3",1.57237989961714e-89,"3","1",-0.37245153425931,0.0794463847345011
"Smap1","OK",0,131.022161955874,0.284421076004429,"Smap1",0,"3","1",-1.50063555477857,-0.224770476990352
"Phf3","OK",0,77.1380883180166,0.167405652339085,"Phf3",0,"3","1",-0.509257426249972,0.784828135794987
"Zfp451","OK",1.06119413073523e-68,17.4776019803933,0.037856139918344,"Zfp451",2.63757950774631e-68,"3","1",-0.571176459777346,0.927162835425724
"Npas2","OK",8.42286627951657e-13,7.05837798010792,0.0152271941540078,"Npas2",1.47940829895727e-12,"3","1",-1.12095933197736,0.207237074202885
"AI597479","OK",4.41408046844156e-06,4.44404869602649,0.00956135390597944,"AI597479",6.99958139479768e-06,"3","1",-1.03572790859937,0.630439469642033
"Tpp2","OK",0,42.0371108916423,0.0911881558743524,"Tpp2",0,"3","1",-1.47476058243512,0.442506501502384
"Slc39a10","OK",6.88354954763216e-13,7.08637445574199,0.0152937742379747,"Slc39a10",1.21001066557723e-12,"3","1",-1.39343755482434,0.440112302131046
"Myo1b","OK",0,78.5330911663336,0.17044516843388,"Myo1b",0,"3","1",-0.544173290717593,1.0542554352945
"Gls","OK",1.99811077724523e-23,9.90408223548082,0.0213423719995576,"Gls",3.90324470164823e-23,"3","1",-3.05025713680982,0.384116003341068
"Mfsd6","OK",2.90502640838927e-31,11.5705624602867,0.0250238050017072,"Mfsd6",6.0104941474141e-31,"3","1",-2.47258823155164,0.412941405600895
"Gtf3c3","OK",1.0786944435026e-13,7.33866248511583,0.0158498855959343,"Gtf3c3",1.91305960159611e-13,"3","1",-2.08121769665479,0.361370155639042
"Sf3b1","OK",0,101.33800443431,0.219962283599092,"Sf3b1",0,"3","1",-0.714796831595889,0.882310697860111
"1700066M21Rik","OK",6.17644468222863e-151,26.1413729726817,0.0566818389048672,"1700066M21Rik",1.94216420820417e-150,"3","1",-0.941861917960635,-0.754981210404049
"Kctd18","OK",0.00508761497576167,2.5698168314322,0.00549659451530256,"Kctd18",0.00735378966829507,"3","1",-1.82990305660962,-0.803736856156002
"Bzw1","OK",0,141.03599730972,0.3061696911192,"Bzw1",0,"3","1",-1.04110067127942,-0.448323419266353
"Orc2","OK",1.07720957149546e-21,9.49728107516853,0.0205342231842369,"Orc2",2.07519264068707e-21,"3","1",-1.81152026890515,-0.0536693836981161
"Creb1","OK",3.23681251066609e-23,9.85574277025497,0.0213121889634867,"Creb1",6.31013716296903e-23,"3","1",-1.78385703800916,0.136178800887455
"Usp37","OK",1.41632282424082e-07,5.13425450726174,0.0110652243377681,"Usp37",2.31392628594116e-07,"3","1",-0.721581389892092,0.64385480625092
"Cnot9","OK",1.00245820831723e-36,12.604082689073,0.0272797817754933,"Cnot9",2.14684376324876e-36,"3","1",-0.311594178664675,0.207687446898808
"Retreg2","OK",0,100.894830774926,0.218996019545888,"Retreg2",0,"3","1",-0.615281631934634,0.0237730239099161
"Psmd1","OK",0,97.5707234220011,0.21178402513309,"Psmd1",0,"3","1",-2.42037861584424,-0.41399328964294
"Dis3l2","OK",1.49383600700983e-10,6.29941701478344,0.0135930857021441,"Dis3l2",2.55156048772841e-10,"3","1",-1.08642869232892,-0.0494629647070273
"Lrrfip1","OK",0,52.0546354327034,0.112946424254929,"Lrrfip1",0,"3","1",-1.93612640141248,0.021206924743046
"Traf3ip1","OK",2.19670477999333e-17,8.40189222913947,0.0181550167125422,"Traf3ip1",4.06621253247618e-17,"3","1",-0.484913160789004,0.816527077979435
"Rnpepl1","OK",0,47.6119486871697,0.103293220192292,"Rnpepl1",0,"3","1",-1.49553268193006,-0.807462623291622
"Sept2","OK",1.14945945633362e-57,15.9633915873104,0.0345818877339415,"Sept2",2.72396647841016e-57,"3","1",-1.20243637799024,-0.369346072846065
"Ing5","OK",3.04783164725435e-33,11.9552407925675,0.0258664377387046,"Ing5",6.39226996042684e-33,"3","1",-1.87967913388013,-0.153439929657589
"Vps4b","OK",0,63.7732000763881,0.138393424358004,"Vps4b",0,"3","1",-2.0931610369563,0.113469431228031
"Ralb","OK",1.42872913201193e-41,13.4555138831986,0.0291397891061317,"Ralb",3.13914776166029e-41,"3","1",-1.02691524266004,-0.677183797531734
"Tmem185b","OK",5.09505446712968e-251,33.819513275409,0.0733460173617927,"Tmem185b",1.95913474529054e-250,"3","1",-0.58103649853467,-0.56626813667358
"Ptpn4","OK",1.89498412873608e-11,6.61206448498905,0.0142593587203273,"Ptpn4",3.27914644885635e-11,"3","1",0.078395346415052,0.283162662810673
"Ccdc93","OK",3.17788170600084e-23,9.85758828710597,0.0213139725471462,"Ccdc93",6.19682888534625e-23,"3","1",-1.83389227627515,0.253612110442509
"Ddx18","OK",0,60.2889383954751,0.130821114387333,"Ddx18",0,"3","1",-2.18030684231519,-0.311381509476314
"Rab3gap1","OK",6.29435209239566e-278,35.6030012017115,0.0772190850419098,"Rab3gap1",2.52152567612493e-277,"3","1",-2.12977140187024,-0.406697442703853
"Dstyk","OK",1.21037794029121e-15,7.91763250794738,0.0170975744923821,"Dstyk",2.19929102088014e-15,"3","1",0.0918726718545052,0.135955164260258
"Mdm4","OK",9.09080149537653e-225,31.9840345264765,0.0693553189581306,"Mdm4",3.33090270955654e-224,"3","1",-1.58216779469251,0.4839292262262
"Zc3h11a","OK",2.17483722595406e-104,21.6654157990867,0.0469522499523489,"Zc3h11a",6.06240327693179e-104,"3","1",-1.13580982922315,0.451588938063969
"Gm19705","OK",0.00384946412681909,2.66499580773002,0.00571904214600495,"Gm19705",0.00558732014921368,"3","1",-1.16196601628064,-0.63776676910461
"Platr22","OK",2.50445341952626e-05,4.05521099493596,0.00866163201276921,"Platr22",3.90036993062312e-05,"3","1",-0.812722375380984,0.179274866408695
"Nek7","OK",1.48417297491665e-189,29.342617036579,0.0636309632730475,"Nek7",5.0911086847208e-189,"3","1",-1.69927184818982,0.314947912520756
"Tpr","OK",0,146.552903651475,0.318140497311663,"Tpr",0,"3","1",-1.62376587628125,0.407525131530155
"Ivns1abp","OK",3.99236163003372e-292,36.5089911741203,0.0791871627047767,"Ivns1abp",1.63220270162771e-291,"3","1",-2.02013914822339,0.0392051432794229
"Swt1","OK",9.23998619661078e-149,25.9493765917993,0.0562599900658904,"Swt1",2.88711885176727e-148,"3","1",-0.278738429534426,0.275641271895756
"Trmt1l","OK",8.01707006747574e-90,20.0614494647505,0.0434756599860269,"Trmt1l",2.13607311152723e-89,"3","1",-0.99590056179761,0.462999293631901
"Dhx9","OK",0,45.1425206703373,0.0979420329797441,"Dhx9",0,"3","1",-0.929146101462832,0.409497687644352
"Tor1aip1","OK",0,47.1709158534557,0.102344149316581,"Tor1aip1",0,"3","1",-0.533339252459994,0.269994566268315
"Abl2","OK",7.31191612135693e-07,4.81630857289262,0.010347914732159,"Abl2",1.17751435341621e-06,"3","1",-2.91228716610669,0.161052534407963
