"","status","p_value","morans_test_statistic","morans_I","gene_short_name","q_value","module","supermodule","dim_1","dim_2"
"Atp6v1h","OK",0,63.0629964512249,0.13685814442891,"Atp6v1h",0,"7","1",1.2788059806943,-1.83124845283569
"Ppp1r42","OK",0.000156876007782333,3.60367277732903,0.0077539262060705,"Ppp1r42",0.000238876186748355,"7","1",0.108989486706266,-2.93691509025634
"Cops5","OK",0,61.204056088508,0.132827951741131,"Cops5",0,"7","1",1.02402729750873,-2.1788532044226
"Stau2","OK",7.12109704720128e-09,5.67045119177425,0.0122342016204,"Stau2",1.18863366072184e-08,"7","1",0.428144693610081,-1.53602378624023
"Ube2w","OK",0,46.2498717789943,0.100351494991091,"Ube2w",0,"7","1",0.936153212797651,-1.7833625580603
"Eloc","OK",3.01240768400076e-249,33.6987735642851,0.0731111251016558,"Eloc",1.15397807354859e-248,"7","1",1.76361591578723,-2.90247266548217
"Unc50","OK",0,51.034266179113,0.110735963758372,"Unc50",0,"7","1",-0.409621407973757,-2.30192439811767
"Bivm","OK",1.03885340738123e-09,5.99161237271059,0.0129249513240639,"Bivm",1.75370174741684e-09,"7","1",1.35256803990603,-2.55817811744751
"Hibch","OK",0,47.2863785834408,0.102603096148228,"Hibch",0,"7","1",0.672768945109853,-2.45289819496215
"Asnsd1","OK",3.28085943728396e-61,16.4648573089449,0.0356784024345627,"Asnsd1",7.89208934968636e-61,"7","1",1.24233139516116,-2.57967441337646
"Hspd1","OK",0,173.248419141696,0.376105750742645,"Hspd1",0,"7","1",0.0969390964627357,-1.95063226478637
"Nif3l1","OK",8.73513205025415e-297,36.8015001165294,0.0798281650332935,"Nif3l1",3.59710906761742e-296,"7","1",1.15617282153369,-2.43738858955444
"Fastkd2","OK",1.69970454052102e-89,20.024048924883,0.0434022469881981,"Fastkd2",4.52398344179322e-89,"7","1",0.844970831882963,-1.64623897331298
"Mettl21a","OK",0,55.4054619442641,0.120219125519402,"Mettl21a",0,"7","1",-0.449775447833529,-2.26809900062622
"Arpc2","OK",0,125.774048772759,0.273029344379812,"Arpc2",0,"7","1",1.10921014310122,-1.83295076149047
"Zfand2b","OK",0,56.5690287847897,0.122751013646503,"Zfand2b",0,"7","1",-0.31094144819974,-1.85182588356079
"Mff","OK",7.4167105202551e-184,28.8924975253334,0.0626668800822587,"Mff",2.51652469667557e-183,"7","1",0.869929323208341,-2.54209583061279
"Ptma","OK",0,122.23292982879,0.265336540764365,"Ptma",0,"7","1",1.00549537898303,-1.73631685035766
"Pde6d","OK",8.51106137841499e-34,12.0607521396873,0.026113008496711,"Pde6d",1.79054354743344e-33,"7","1",0.984337875854978,-2.34817331092895
"Eif4e2","OK",0,59.9761566036316,0.130164303198482,"Eif4e2",0,"7","1",1.40950621129275,-2.94009750145019
"Cops8","OK",0,70.2106528665307,0.152372252725402,"Cops8",0,"7","1",0.819257537138471,-2.23945253151001
"Ube2f","OK",0,72.8992419269864,0.158222736827789,"Ube2f",0,"7","1",1.28777868510486,-2.62886064308227
"Scly","OK",0,86.6796247138297,0.188138865904485,"Scly",0,"7","1",0.394587991994629,-1.79016750114502
"Ilkap","OK",0,71.5143354939459,0.155208335107117,"Ilkap",0,"7","1",0.82041756273509,-1.74997108238281
"Mterf4","OK",3.68889514335515e-196,29.8558173310877,0.0647492400602689,"Mterf4",1.2843658323479e-195,"7","1",1.43566239835025,-1.70475070732177
"Ppp1r7","OK",1.45357992919645e-270,35.1239324526886,0.0761928741435039,"Ppp1r7",5.74940765489861e-270,"7","1",1.38732452155353,-1.96976154106201
"Fam174a","OK",0,48.9209149769667,0.106146929987747,"Fam174a",0,"7","1",1.02205503941775,-1.78068464057983
"Tsn","OK",0,86.1691801347551,0.187031798509267,"Tsn",0,"7","1",1.58297068835498,-1.942972352677
"Dars","OK",0,58.5546327199143,0.12707290993096,"Dars",0,"7","1",1.00091196061374,-1.68050687568725
"Dyrk3","OK",6.9408871453922e-30,11.2950546097311,0.0244227394325288,"Dyrk3",1.42529099073767e-29,"7","1",0.228766942632207,-1.5471233631903
"Zc3h11a.1","OK",0.00182086663575383,2.90763482133013,0.00622781255543771,"Zc3h11a.1",0.00267662504409592,"7","1",1.04453457356692,-1.85327928321899
"Rabif","OK",3.30492727590184e-182,28.7609426249439,0.0623723111925772,"Rabif",1.11766498893498e-181,"7","1",0.372718649220476,-2.31712453620971
"Timm17a","OK",0,55.6440557795592,0.1207569331732,"Timm17a",0,"7","1",1.39546597958804,-2.91739480751098
"Gm10138","OK",4.45709892843982e-10,6.12772947888676,0.0132132154899203,"Gm10138",7.55822563971705e-10,"7","1",0.301392624390134,-2.28217046516479
"Arpc5","OK",0,89.1750740458975,0.193561278603675,"Arpc5",0,"7","1",0.736543515932569,-1.67126195686401
"Acbd6","OK",0,84.2429745477946,0.182849768836639,"Acbd6",0,"7","1",1.3197252249837,-1.79800050514282
"Pigc","OK",4.71172482757654e-113,22.5656703383688,0.048912812173394,"Pigc",1.34873453265375e-112,"7","1",0.0715945756554695,-2.40629070060791
"Vamp4","OK",0,66.1424073339092,0.143545243060355,"Vamp4",0,"7","1",0.35220789374114,-2.52111642616333
"Mettl18","OK",4.97059858083134e-11,6.46784259159408,0.0139694455227875,"Mettl18",8.54820225073834e-11,"7","1",1.3029701805234,-2.13261382835449
"Nme7","OK",6.9135263389827e-22,9.54336563672597,0.0206379317329999,"Nme7",1.33370217917955e-21,"7","1",-0.305550267684451,-1.85438459175171
"Tiprl","OK",0,44.8750199456431,0.0973656216855349,"Tiprl",0,"7","1",0.81206686259509,-1.61031525390686
"Dusp12","OK",0,42.4268956434416,0.0920495028047459,"Dusp12",0,"7","1",0.780722568047056,-1.87991254585327
"Ufc1","OK",0,72.6786248313051,0.157746952117605,"Ufc1",0,"7","1",-0.382193675029269,-2.98728292244018
"Tagln2","OK",0,127.905228874577,0.277659573080405,"Tagln2",0,"7","1",1.09824074269534,-2.09649150627197
"Sccpdh","OK",5.4078953548335e-190,29.3769638635173,0.0637000153885629,"Sccpdh",1.85713089471344e-189,"7","1",0.216230163586149,-2.159121205979
"Suv39h2","OK",0.00544886941932688,2.54596091833612,0.0054292683371662,"Suv39h2",0.00786610064002838,"7","1",0.121298710119733,-1.83754842536987
"Cdc123","OK",0,88.9754553139937,0.19312611004996,"Cdc123",0,"7","1",0.134149888765821,-2.00231998222412
"Nudt5","OK",0,41.3951438390944,0.0898100872802552,"Nudt5",0,"7","1",0.822804818165311,-2.30780523078979
"Tmem203","OK",0,53.6417098773543,0.116390557027501,"Tmem203",0,"7","1",-0.4405229592204,-2.61433141487182
"Edf1","OK",0,55.9407094957288,0.121397028964277,"Edf1",0,"7","1",1.84043450118304,-2.85516374366821
"Phpt1","OK",0,59.444123141575,0.129003635761971,"Phpt1",0,"7","1",-0.303991010177126,-2.37363879936279
"Dnlz","OK",0,58.9990945771425,0.128037048556172,"Dnlz",0,"7","1",0.453077443645159,-2.95372407692016
"Sdccag3","OK",0,47.1238008224065,0.102245267869952,"Sdccag3",0,"7","1",0.662637511503706,-1.94480579155029
"Surf1","OK",0,78.1176616281387,0.169543299855302,"Surf1",0,"7","1",-0.346248319137087,-1.98879735725463
"Surf2","OK",9.25307317663669e-107,21.9154487753733,0.0475125083837494,"Surf2",2.599172140891e-106,"7","1",1.16321278573276,-2.08445470588745
"Coq4","OK",2.743097130591e-134,24.6338228745653,0.0534071962252622,"Coq4",8.29042945405244e-134,"7","1",-0.282783975589266,-2.16943614738525
"BC005624","OK",0,55.6796508752833,0.120824513070663,"BC005624",0,"7","1",-0.327532937514773,-1.85115402000488
"Exosc2","OK",2.09496827795734e-14,7.55495842925211,0.0163261137847883,"Exosc2",3.74926406483769e-14,"7","1",0.20139501453639,-2.09824674385131
"Psmb7","OK",0,112.344783061753,0.243869825001387,"Psmb7",0,"7","1",0.959753403675565,-2.9728738571936
"Ppp6c","OK",0,49.4015305666613,0.107196864979325,"Ppp6c",0,"7","1",0.954465160381803,-2.12375562446655
"Orc4","OK",2.42754937984568e-168,27.6299933872091,0.0599152436666912,"Orc4",7.95324762612259e-168,"7","1",0.887685815107832,-1.65050905006469
"Psmd14","OK",0,79.9198966816632,0.173463733230219,"Psmd14",0,"7","1",0.801597276937971,-2.64734905021728
"Gca","OK",5.38035308607056e-13,7.12040925495335,0.0153791239542089,"Gca",9.46751841270777e-13,"7","1",1.22216487885714,-2.63872545021118
"Bbs5","OK",1.57383720123328e-07,5.1143834060102,0.0110272709122573,"Bbs5",2.5690750436239e-07,"7","1",0.74373219372035,-1.60354798095764
"Phospho2","OK",3.20253672274316e-94,20.5589138958709,0.044564796841842,"Phospho2",8.64560785810314e-94,"7","1",-0.0540101134657768,-2.1418568398291
"Ssb","OK",0,101.972539203608,0.221347498496778,"Ssb",0,"7","1",1.44377584220172,-2.40640561836303
"Cir1","OK",3.42538274325781e-77,18.5593665523442,0.0402195752128878,"Cir1",8.77564617537859e-77,"7","1",1.33679784299136,-2.49571054237426
"Scrn3","OK",3.24495679805867e-152,26.2536718228444,0.0569295097371963,"Scrn3",1.02330670954215e-151,"7","1",-0.115928580749026,-1.71546190040649
"Hnrnpa3","OK",0,149.152056664868,0.323790349197397,"Hnrnpa3",0,"7","1",0.623469943416128,-1.68935363548339
"Nup35","OK",2.7981333111804e-16,8.09779848923925,0.0175060859807215,"Nup35",5.11949811668266e-16,"7","1",0.0391167199730965,-2.58611409919799
"Timm10","OK",1.07405917141384e-173,28.0720785501004,0.0608845890416597,"Timm10",3.57467608244445e-173,"7","1",0.766800532352933,-2.61907356041015
"B230118H07Rik","OK",1.13202997569414e-104,21.6954687386894,0.0470367491439392,"B230118H07Rik",3.15900479285401e-104,"7","1",0.118498454105863,-3.16467921989502
"Pdhx","OK",4.00566605752871e-69,17.5330776991361,0.0379871227697603,"Pdhx",9.97705152787912e-69,"7","1",-0.420187165725222,-1.93588130729736
"Immp1l","OK",2.64689042782206e-123,23.5865714056301,0.0511511793818798,"Immp1l",7.79817381763457e-123,"7","1",1.95738847018481,-2.70744197624267
"Nop10","OK",1.05682896287401e-30,11.4592381625434,0.0248234198289007,"Nop10",2.18098184486444e-30,"7","1",0.121431479465971,-3.3391634728247
"Emc4","OK",0,117.280336257267,0.254586147559708,"Emc4",0,"7","1",1.5417973494649,-2.38181035774292
"Katnbl1","OK",2.70707770934605e-25,10.3253136670707,0.0223399216709031,"Katnbl1",5.36062958649645e-25,"7","1",0.369383672487745,-1.87313859718383
"Emc7","OK",0,115.794316950845,0.251363189038585,"Emc7",0,"7","1",0.899321088802824,-2.90038888710083
"2700033N17Rik","OK",0.0083055405753054,2.39520486574791,0.00511386877954205,"2700033N17Rik",0.0118973355366369,"7","1",-0.0332734489321617,-2.55641429679931
"Srp14","OK",0,48.3952646873418,0.105021166564184,"Srp14",0,"7","1",-0.151200284945956,-3.22190635459961
"Dnajc17","OK",7.31938174785317e-36,12.446350246944,0.026942532564952,"Dnajc17",1.5587892497895e-35,"7","1",0.0601455068707558,-2.06614368217529
"Snap23","OK",0,49.1677185306551,0.106686475628845,"Snap23",0,"7","1",0.582858616721639,-1.99197738426269
"Ccndbp1","OK",1.33802369165237e-152,26.2873457136166,0.0570005324122513,"Ccndbp1",4.22645578791779e-152,"7","1",0.703731278193006,-1.86406867759765
"Adal","OK",3.93608484424423e-06,4.46863126903824,0.00962468583294687,"Adal",6.24871820020248e-06,"7","1",-0.463761677730074,-2.20375793235839
"Serf2","OK",7.24750654359534e-109,22.1351747456433,0.0479931437686101,"Serf2",2.04971470593413e-108,"7","1",-0.180991282451144,-3.27682225959838
"Bloc1s6","OK",3.85924078226789e-155,26.5085795139757,0.0574820727168812,"Bloc1s6",1.22610712226189e-154,"7","1",0.728315333139905,-1.70968835609497
"Dut","OK",2.10985468579633e-51,15.0367158847152,0.0325798337609911,"Dut",4.86301193598935e-51,"7","1",0.870609233391294,-2.86738364952148
"Cops2","OK",0,72.6764271808824,0.157734629368493,"Cops2",0,"7","1",0.76427171589137,-1.78671853797973
"Ciao1","OK",0,43.8840927969905,0.0952078417407644,"Ciao1",0,"7","1",-0.0690778398394493,-1.95799796836914
"1500011K16Rik","OK",1.69442038303251e-120,23.3115058742012,0.0505530082776149,"1500011K16Rik",4.95488616969603e-120,"7","1",-0.113953521239748,-3.27610175865234
"Chchd5","OK",1.22547625551258e-190,29.4273961487474,0.0638319256003855,"Chchd5",4.21787346433496e-190,"7","1",1.78198857070209,-2.87191741722168
"Stk35","OK",3.34945753981168e-15,7.79003780041002,0.0168302630346297,"Stk35",6.05018718407809e-15,"7","1",0.447357252126382,-2.26075189369262
"Ddrgk1","OK",0,138.698967625602,0.301095652918565,"Ddrgk1",0,"7","1",-0.359685292232027,-2.748645475083
"Itpa","OK",0,51.4616635920557,0.111662961437148,"Itpa",0,"7","1",0.424689615380773,-2.87556855934204
"Pank2","OK",1.4657691273759e-230,32.3979692741833,0.0702724244630543,"Pank2",5.42642675496037e-230,"7","1",1.32633001567126,-2.29501502769531
"Tmem230","OK",0,37.7429985019199,0.0818780646290162,"Tmem230",0,"7","1",0.136556038868436,-2.43860929267944
"Cds2","OK",0,46.1737393287169,0.100173219878937,"Cds2",0,"7","1",0.442233726850534,-2.9286672379309
"1110034G24Rik","OK",4.22717058857822e-17,8.32469883020631,0.018001475016259,"1110034G24Rik",7.79926970846286e-17,"7","1",1.85235626460315,-2.75284545677246
"Snrpb2","OK",7.10977993776118e-48,14.4890011243297,0.0313854819675167,"Snrpb2",1.61421185340516e-47,"7","1",1.55929822684527,-2.41485612648071
