"","status","p_value","morans_test_statistic","morans_I","gene_short_name","q_value","module","supermodule","dim_1","dim_2"
"Mcm3","OK",2.07875159845601e-07,5.06160103461343,0.0108990774012949,"Mcm3",3.38390637874656e-07,"13","1",3.26181084872485,3.20997358304917
"Mcm6","OK",1.05217508137801e-09,5.98954027571517,0.0129343618191411,"Mcm6",1.77599457721472e-09,"13","1",3.22666008235217,3.17219967586457
"Ube2t","OK",0.013056203602505,2.22453594018882,0.00475186014470233,"Ube2t",0.0185584608349892,"13","1",3.30965573550464,3.12062371713578
"Ifi207","OK",1.64730076654408e-21,9.45293512136734,0.0176321605572827,"Ifi207",3.16787018646523e-21,"13","1",3.6613817906499,3.2085403297609
"Cenpf","OK",2.27367890470934e-07,5.04448866792807,0.0108187485317225,"Cenpf",3.70004055404219e-07,"13","1",3.52523548365832,3.35222984296738
"Dtl","OK",0.0055249282353534,2.54111817407033,0.00537936677758573,"Dtl",0.00797403983670398,"13","1",3.12915165187121,3.2398792598909
"Selenoh","OK",6.58392552866071e-19,8.80429425235907,0.0190550976113052,"Selenoh",1.23816262734006e-18,"13","1",3.65807897807361,3.10022080881058
"Oip5","OK",0.0326664028248974,1.8429740071886,0.00390968344748075,"Oip5",0.0454629691631156,"13","1",3.43256861926318,3.29788757306992
"Nusap1","OK",0.0154014327634251,2.15961010465034,0.0045889613864481,"Nusap1",0.0218353214502186,"13","1",3.32912738085986,3.34975934965073
"Mcm8","OK",0.000116328976594721,3.68063049451272,0.00783931747827129,"Mcm8",0.000177717737623221,"13","1",3.36659962893725,3.27332539302765
"Tpx2","OK",2.41450265413808e-07,5.03298515626312,0.0107995425295458,"Tpx2",3.92712282871859e-07,"13","1",3.54496867419482,3.3433778379625
"Ube2c","OK",7.14618161971464e-35,12.2631010863334,0.026546953557671,"Ube2c",1.51286185353533e-34,"13","1",3.45272309542895,3.36297381860672
"Lonrf3","OK",0.00516215403691814,2.56477382068575,0.00538723347658382,"Lonrf3",0.00745941968197818,"13","1",2.98386866809131,3.18550742608963
"Jpx","OK",0.00469184728198333,2.59774941183389,0.00555845819263373,"Jpx",0.00679070330611415,"13","1",3.15512807132007,2.95646763784348
"Ccna2","OK",2.27888830404429e-07,5.04405103010545,0.0108484431914505,"Ccna2",3.70812418847517e-07,"13","1",3.50971562625171,3.36407447797715
"Tmem154","OK",0.00135937961760167,2.99786741463777,0.00635139445100036,"Tmem154",0.00200981994215654,"13","1",3.13761288882495,3.31375105125367
"Mybphl","OK",6.49629604767299e-25,10.2409709030429,0.0193823433836467,"Mybphl",1.28392550417249e-24,"13","1",2.72893054248095,3.1449387763208
"1700013F07Rik","OK",0.0075934950852545,2.42788900913243,0.00464092762693447,"1700013F07Rik",0.0108967152267611,"13","1",3.4460018372655,3.23808164340912
"H2afz","OK",1.09694422256477e-115,22.8322463131428,0.0495165415786733,"H2afz",3.16543810213935e-115,"13","1",3.62348587275744,2.90737683517395
"Smc2","OK",0.0172019808053081,2.11530498815105,0.00452423175023714,"Smc2",0.0243115616933901,"13","1",3.28874428035022,3.17393953544556
"Mup12","OK",1.51348432320715e-149,26.0188981695417,0.0388159337333046,"Mup12",4.7386841611163e-149,"13","1",3.2679537034154,3.1946380232042
"Stmn1","OK",1.38582472803683e-08,5.5552813599547,0.0119956859745456,"Stmn1",2.30015081322664e-08,"13","1",3.64776546717883,3.22252381784378
"Tyms","OK",1.79741090722054e-17,8.42541229041012,0.0182317992190401,"Tyms",3.33112328632563e-17,"13","1",3.52503330470324,2.89068258745133
"Tacc3","OK",0.00226835837606039,2.83821109936193,0.00607240272993669,"Tacc3",0.00332358533145663,"13","1",3.46399075747729,3.34662444335877
"Gm13830","OK",0.00121198337116416,3.03267478816566,0.00612862600529579,"Gm13830",0.0017951881291782,"13","1",3.28078539134265,3.28101021987854
"Tbx3os1","OK",1.24250261676563e-35,12.4040310852707,0.0256460447931197,"Tbx3os1",2.64245213000691e-35,"13","1",3.01217896701098,3.2687797043985
"Cldn4","OK",1.05753574362485e-10,6.35274429253948,0.0128722620073864,"Cldn4",1.81117918850605e-10,"13","1",3.56984836817981,3.35263420087754
"Mcm7","OK",8.16053967082989e-17,8.24641964850317,0.017829868800846,"Mcm7",1.50130807271133e-16,"13","1",3.19762665988208,3.11823380929886
"Mad2l1","OK",0.00163294706190046,2.94153549402233,0.00631979931170877,"Mad2l1",0.00240639044330648,"13","1",3.6124463772893,2.98113537771164
"Fgd5","OK",1.1167495469631e-35,12.4125757948242,0.024793297106955,"Fgd5",2.37567031904978e-35,"13","1",3.33677990199328,2.97627283079087
"Rad18","OK",0.00014230834001085,3.62891340958364,0.00779029083516029,"Rad18",0.000217103812623084,"13","1",3.15307624102832,3.10337872249543
"Cdca3","OK",1.4073825116621e-11,6.65594970592526,0.0143719531509376,"Cdca3",2.44117299368331e-11,"13","1",3.58231694461108,3.33471925002991
"Rad51ap1","OK",0.0339641776762354,1.82548179899809,0.00385897196876639,"Rad51ap1",0.0472176641746467,"13","1",3.29982073069812,3.25709498865067
"Lockd","OK",0.0021089359853081,2.86139048520431,0.00612660253464145,"Lockd",0.00309384644354964,"13","1",3.61777598620654,3.29449755889832
"Lig1","OK",2.76196584984875e-05,4.03227574917247,0.0086668694749085,"Lig1",4.29791842360439e-05,"13","1",3.2807026600957,3.09987301570832
"Pold1","OK",5.17308507382238e-05,3.88232680749037,0.00833936634484765,"Pold1",7.98500882302612e-05,"13","1",3.14478523494006,3.11876303893982
"Syngr4","OK",0.00301792147716227,2.74582783232326,0.00572127622668398,"Syngr4",0.00440121926283025,"13","1",3.31864912272693,3.34350253087937
"Gm44812","OK",0.00340490916176347,2.70600420712341,0.00567611818122717,"Gm44812",0.0049523894718274,"13","1",3.68645245791675,3.02100897771775
"Rrm1","OK",0.00108325345228859,3.06640355293381,0.00658274436045647,"Rrm1",0.00160731022072413,"13","1",3.09357077838183,3.11860443098008
"Plk1","OK",0.00215798904103771,2.85409383790068,0.00609160382632794,"Plk1",0.00316489912670566,"13","1",3.53832370997668,3.34219516260086
"D830039M14Rik","OK",2.4425637745986e-05,4.06105588293293,0.00831526351794829,"D830039M14Rik",3.80514484731338e-05,"13","1",3.70318491221667,3.05863154870926
"Cdk1","OK",1.78780236006238e-05,4.133319918771,0.00890731834745979,"Cdk1",2.79478632556987e-05,"13","1",3.32060153247119,3.24878300172745
"Parpbp","OK",3.91525423613226e-05,3.94952911968078,0.00828610313737442,"Parpbp",6.0679114655866e-05,"13","1",3.4422667718053,3.30716783744751
"Prim1","OK",0.0299446528882711,1.88160765738615,0.00402034705584239,"Prim1",0.0417926875131595,"13","1",3.3147328591466,3.04446835262238
"Timeless","OK",0.0003136384401601,3.41953749086876,0.007335292546491,"Timeless",0.000474139879496173,"13","1",2.9766004777074,3.1576472614473
"Shcbp1","OK",0.00311081213478585,2.73586659658915,0.00581922440016198,"Shcbp1",0.00453452952257645,"13","1",3.37900383235217,3.3135567401117
"Adam32","OK",0.00846340488206719,2.38829367468108,0.00495111916922978,"Adam32",0.0121166731764847,"13","1",3.09575826884509,3.25098980409562
"Asf1b","OK",0.020368333772579,2.04620030310102,0.00435402924207882,"Asf1b",0.0286965776385829,"13","1",3.29087407351733,3.25128687364518
"Gins2","OK",0.00257731851297499,2.79720779181396,0.00600318321919555,"Gins2",0.0037676256033501,"13","1",3.41012317897082,3.04977179510056
