"","status","p_value","morans_test_statistic","morans_I","gene_short_name","q_value","module","supermodule","dim_1","dim_2"
"Lactb2","OK",0,108.28437768477,0.235055068919278,"Lactb2",0,"8","1",2.43710715533496,-1.64492862480224
"Tmem70","OK",0,68.3513107986051,0.148342853033109,"Tmem70",0,"8","1",2.48411328555346,-1.8583719040686
"Ly96","OK",5.51215190202412e-75,18.2843634284791,0.0396334316178319,"Ly96",1.40163796207626e-74,"8","1",2.40465576411487,-2.81590097206176
"Sdhaf4","OK",0,47.2707396597687,0.102577301108678,"Sdhaf4",0,"8","1",3.43133361102344,-0.932716300659786
"Ankrd39","OK",3.11054004176035e-115,22.7866390547617,0.0494006221923427,"Ankrd39",8.96422889973553e-115,"8","1",2.31346029998065,-2.35827510612548
"Cox5b","OK",6.11874469916844e-05,3.84131912403865,0.00828221983986209,"Cox5b",9.4228668367194e-05,"8","1",3.68204886676074,-1.75985877769531
"Coa5","OK",3.22601206687345e-115,22.7850424246947,0.0494043399964081,"Coa5",9.29351060362885e-115,"8","1",2.74991519213916,-1.66713969963134
"Txndc9","OK",0,66.5261845647378,0.144383671520363,"Txndc9",0,"8","1",2.09807438613177,-2.35051315086425
"Pdcl3","OK",0,51.7779290648121,0.112357143398638,"Pdcl3",0,"8","1",3.15179402590991,-1.10350983398498
"Ormdl1","OK",8.69286862155894e-34,12.0590113342339,0.0261075800289448,"Ormdl1",1.82817493670255e-33,"8","1",1.99323684931994,-2.04497258918823
"Coq10b","OK",0,55.9446180344037,0.121399652703172,"Coq10b",0,"8","1",2.17626220942737,-1.64039151924194
"Hspe1","OK",3.43466535270448e-07,4.96502193077085,0.0107214483937612,"Hspe1",5.56806783744083e-07,"8","1",3.65154702426196,-1.79787843483032
"Tyw5","OK",2.25820020037056e-68,17.4344811497451,0.0377832888488742,"Tyw5",5.60635153439373e-68,"8","1",2.13495750190021,-1.90773122566284
"Maip1","OK",1.01264375128189e-212,31.1055660306999,0.0674704201910843,"Maip1",3.63304617206567e-212,"8","1",2.42124790908099,-1.6357623841101
"Ppil3","OK",1.74712142587748e-125,23.7981034832073,0.0516071060358047,"Ppil3",5.18017445989177e-125,"8","1",2.47859675647021,-2.20511214988769
"Ndufb3","OK",4.1704296068721e-125,23.7615801532306,0.0515346669930032,"Ndufb3",1.23493239543249e-124,"8","1",3.79388983012439,-1.65635411994995
