"","status","p_value","morans_test_statistic","morans_I","gene_short_name","q_value","module","supermodule","dim_1","dim_2"
"Snhg6","OK",9.19012416203991e-61,16.4024090586563,0.0355455917775926,"Snhg6",2.20514050320917e-60,"5","1",-2.3883864188075,-2.44789092796386
"Bag2","OK",5.62376305050571e-56,15.7187761992786,0.0340441551019464,"Bag2",1.32309106744816e-55,"5","1",-0.700307419288149,-1.51765911834777
"Ccdc115","OK",1.31507860280727e-88,19.9218639400055,0.0431751174257918,"Ccdc115",3.49055074152362e-88,"5","1",-0.49832998751401,-1.54895155685485
"Imp4","OK",0,39.2502094730889,0.0851501140110661,"Imp4",0,"5","1",-0.535161366450777,-2.02598111885131
"Plekhb2","OK",2.2371373160387e-33,11.980902247021,0.0259291922583271,"Plekhb2",4.69648651783272e-33,"5","1",-0.869305422294131,-1.58601157920898
"Lman2l","OK",8.23616765534667e-271,35.1400892344609,0.076210522112379,"Lman2l",3.26021175362638e-270,"5","1",-1.24322300194501,-1.40584366577209
"Uxs1","OK",1.23941505233895e-81,19.1009608907803,0.0413940156615975,"Uxs1",3.22546821450234e-81,"5","1",-0.235931208121767,-1.4113024975592
"Tex30","OK",4.71084338053754e-210,30.9076694560651,0.0670238280112844,"Tex30",1.67987556713932e-209,"5","1",-2.13439624546765,-2.71983402031005
"Wdr12","OK",2.97925298731694e-249,33.6991016856249,0.0730947266045232,"Wdr12",1.14156272879864e-248,"5","1",-0.635284831511965,-1.99693982856811
"Apol7d","OK",0.0076328229540423,2.42601484313062,0.0051658222104922,"Apol7d",0.0109500745365406,"5","1",-1.01118879555463,-3.01271837013305
"Xrcc5","OK",1.07647935161973e-196,29.8969955071701,0.0648354381170716,"Xrcc5",3.75310423318977e-196,"5","1",-0.14763258932828,-0.661130597763668
"Rnf25","OK",5.72450645863151e-194,29.6865621849861,0.0643780819161719,"Rnf25",1.98274440473803e-193,"5","1",-0.824974825370303,-1.78850715416015
"Tuba4a","OK",0,52.0311601154752,0.112910298426312,"Tuba4a",0,"5","1",-1.26235835789441,-2.63211887138427
"Dnpep","OK",0,146.970729896469,0.319045968513827,"Dnpep",0,"5","1",-1.45879774330854,-2.427431752854
"Farsb","OK",0,69.2630794860232,0.150320697741501,"Farsb",0,"5","1",-0.915513565528384,-1.99485080497802
"Dusp28","OK",3.04967885233418e-68,17.4172947485955,0.0377366373211933,"Dusp28",7.56397362484893e-68,"5","1",-0.722024610030642,-2.22989957588256
"Thap4","OK",0,39.9693051733755,0.0867001824838814,"Thap4",0,"5","1",-0.77587943314313,-1.75783794181884
"Atg4b","OK",0,51.8961159307265,0.112599444551715,"Atg4b",0,"5","1",-0.566260030257693,-1.32525580184997
"Kdsr","OK",1.32414766299556e-32,11.8325938383286,0.0256071401436992,"Kdsr",2.76542382991426e-32,"5","1",-0.46462385891675,-2.05122916954101
"Slc35f5","OK",0,116.27362485808,0.25239224510645,"Slc35f5",0,"5","1",-1.02611010311841,-1.50204508560241
"Gpr39","OK",5.72858497030916e-89,19.9634300895711,0.0432583783230359,"Gpr39",1.52262111882129e-88,"5","1",-0.705908467757693,-1.3392388130957
"Tmem183a","OK",0,74.7345034325323,0.162203331155064,"Tmem183a",0,"5","1",0.155712167036543,-0.742307117157589
"Rnpep","OK",0,69.0540137739282,0.149851241868795,"Rnpep",0,"5","1",-0.657708814132205,-1.35230868118347
"Zbtb37","OK",0.000402225609164986,3.35125866859652,0.00718486408162413,"Zbtb37",0.000605373048741291,"5","1",-1.14097624062299,-1.45253174560608
"Dars2","OK",4.36634700942242e-10,6.1310026691745,0.0132271809948625,"Dars2",7.40515055067844e-10,"5","1",-0.498821725833407,-1.43927161949218
"Ccdc181","OK",0.000511374928962593,3.28419264602193,0.00705675474943195,"Ccdc181",0.00076746307899058,"5","1",-0.399227907645693,-2.47061031120361
"Sft2d2","OK",9.76371382335919e-170,27.7458995737647,0.0601605296547135,"Sft2d2",3.20981306404919e-169,"5","1",-0.944053819167605,-2.35155980842651
"Dusp23","OK",0,59.6190804467083,0.129376980613629,"Dusp23",0,"5","1",-0.582218935477725,-2.84391277092041
"Adss","OK",0,61.2462959104563,0.132913037576217,"Adss",0,"5","1",-0.391464998710146,-1.30562203186096
"Lin9","OK",0.000558518686548597,3.2592587533585,0.00699448272719241,"Lin9",0.000837231640968905,"5","1",-0.671600630271426,-0.892856052094112
"Srp9","OK",0,73.9895460878774,0.160589196442917,"Srp9",0,"5","1",-1.2949764037013,-3.06002395408691
"Taf1a","OK",4.58346483531875e-24,10.0502127533163,0.0217342942175582,"Taf1a",9.00300367537356e-24,"5","1",-1.03489153622388,-1.70605151908935
"Mark1","OK",0.00176621670413791,2.91715221446259,0.00620070984014472,"Mark1",0.00259753705322058,"5","1",-1.26363818882703,-2.26151292579712
"Gpatch2","OK",1.00185787381121e-16,8.22185966253031,0.0177679434530187,"Gpatch2",1.84136598301657e-16,"5","1",-0.42457293509244,-0.947445800476681
"Smyd2","OK",0,60.9776727223384,0.132324199932711,"Smyd2",0,"5","1",-0.648440053451052,-1.88708131568969
"Tmem206","OK",0.00154744622864185,2.95815222658645,0.0063369403299107,"Tmem206",0.0022828072168556,"5","1",-0.982434918868533,-1.17514674919189
"Cr1l","OK",0,79.8772118193513,0.173364929149932,"Cr1l",0,"5","1",-0.458524217593661,-2.40811984794677
"Nmt2","OK",1.72249751674179e-08,5.51717135180983,0.0119004419082847,"Nmt2",2.85277015229511e-08,"5","1",-0.553129365432253,-0.789149215393673
"Hspa14","OK",7.0836552954613e-52,15.1088109706095,0.0327192485615171,"Hspa14",1.63887739834446e-51,"5","1",0.0795424676060768,-1.57918017166198
"Sephs1","OK",6.90694742842044e-120,23.2512599348223,0.0504088813194026,"Sephs1",2.01552381347717e-119,"5","1",-0.629030992972842,-2.16288249748291
"Sec61a2","OK",7.19589174113848e-06,4.33779723012868,0.00934286547697183,"Sec61a2",1.13590861388137e-05,"5","1",-0.413965990531435,-0.741121938400875
"Rbm17","OK",0,51.9299733540325,0.112683969152502,"Rbm17",0,"5","1",-0.873518278586855,-1.09301584022583
"Paxx","OK",5.48635532031205e-217,31.4194629017697,0.0681454376868225,"Paxx",1.98272223049862e-216,"5","1",-0.774951746451846,-2.98694484489502
"Traf2","OK",1.4178990346895e-154,26.4595143745752,0.057367372708459,"Traf2",4.49823331439902e-154,"5","1",-0.218820860373965,-0.561779668503414
"Ubac1","OK",2.11046536783768e-135,24.7375500283962,0.0536264231924295,"Ubac1",6.40116010122264e-135,"5","1",-0.653638532149783,-1.75413100975097
"Trub2","OK",1.90890522492172e-62,16.6360843989143,0.0360376207356277,"Trub2",4.62453039707124e-62,"5","1",-0.88208859204053,-1.92906873481811
